Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,32.65999984741211,34.619998931884766,32.51250076293945,34.05500030517578,33.78889846801758,50875200
2019-01-03,33.4474983215332,33.790000915527344,31.922500610351562,31.997499465942383,31.747467041015625,70555200
2019-01-04,32.73500061035156,34.432498931884766,32.42499923706055,34.04750061035156,33.781455993652344,58562000
2019-01-07,34.625,36.22249984741211,34.10749816894531,35.849998474121094,35.569862365722656,70916000
2019-01-08,36.67250061035156,36.69499969482422,34.224998474121094,34.95750045776367,34.68434143066406,78601600
2019-01-09,35.474998474121094,36.122501373291016,34.96500015258789,35.64500045776367,35.36647033691406,61726000
2019-01-10,35.45000076293945,36.39500045776367,34.84000015258789,36.307498931884766,36.02379608154297,52315600
2019-01-11,36.08250045776367,37.4375,35.8025016784668,37.20750045776367,36.9167594909668,87476400
2019-01-14,36.68000030517578,37.8650016784668,36.442501068115234,37.61000061035156,37.31610870361328,73016800
2019-01-15,37.939998626708984,38.337501525878906,37.282501220703125,37.467498779296875,37.17471694946289,61701200
2019-01-16,37.74250030517578,38.07500076293945,37.154998779296875,37.209999084472656,36.91924285888672,47010400
2019-01-17,36.877498626708984,38.33250045776367,36.602500915527344,37.93000030517578,37.63361740112305,49343600
2019-01-18,38.432498931884766,39.494998931884766,37.912498474121094,39.23249816894531,38.925926208496094,65133600
2019-01-22,38.9275016784668,39.04499816894531,36.88750076293945,37.192501068115234,36.90187072753906,66155200
2019-01-23,37.75,38.64500045776367,37.00749969482422,37.3224983215332,37.030853271484375,59102000
2019-01-24,38.17499923706055,39.63750076293945,38.127498626708984,39.459999084472656,39.15165710449219,70897200
2019-01-25,38.86000061035156,40.220001220703125,37.82500076293945,40.037498474121094,39.72463607788086,115457200
2019-01-28,34.13750076293945,35.40999984741211,32.75,34.502498626708984,34.23289489746094,251152800
2019-01-29,34.037498474121094,34.525001525878906,32.752498626708984,32.900001525878906,32.642921447753906,115393200
2019-01-30,33.66749954223633,34.49250030517578,32.8650016784668,34.34749984741211,34.079105377197266,97422800
2019-01-31,34.314998626708984,36.29750061035156,34.095001220703125,35.9375,35.656673431396484,84285200
2019-02-01,36.125,36.6974983215332,35.64500045776367,36.182498931884766,35.89976119995117,62504800
2019-02-04,36.342498779296875,37.66999816894531,36.119998931884766,37.29499816894531,37.00357437133789,52859200
2019-02-05,37.415000915527344,37.85749816894531,37.07500076293945,37.48749923706055,37.19457244873047,54242400
2019-02-06,37.8224983215332,38.900001525878906,37.76750183105469,38.25,37.95109939575195,70246400
2019-02-07,37.782501220703125,37.80500030517578,36.42250061035156,36.85499954223633,36.56700897216797,63712000
2019-02-08,36.1775016784668,37.150001525878906,36.032501220703125,37.04249954223633,36.753047943115234,46160400
2019-02-11,36.59749984741211,37.14500045776367,36.125,36.61249923706055,36.32640838623047,49518000
2019-02-12,37.0,37.95000076293945,36.85499954223633,37.79249954223633,37.4971923828125,59106000
2019-02-13,38.09000015258789,38.95750045776367,37.95249938964844,38.220001220703125,37.921348571777344,60537200
2019-02-14,38.209999084472656,38.91749954223633,37.775001525878906,38.63249969482422,38.33062744140625,82726400
2019-02-15,40.73749923706055,40.967498779296875,39.10499954223633,39.334999084472656,39.02764129638672,151674800
2019-02-19,39.227500915527344,39.97249984741211,39.03499984741211,39.15999984741211,38.854000091552734,55189200
2019-02-20,39.45500183105469,40.314998626708984,39.342498779296875,39.63750076293945,39.32777786254883,54098800
2019-02-21,39.76499938964844,40.01250076293945,38.79499816894531,38.942501068115234,38.63821029663086,44854800
2019-02-22,39.46500015258789,39.98749923706055,39.32749938964844,39.79750061035156,39.48651885986328,40174000
2019-02-25,40.63999938964844,41.31999969482422,39.584999084472656,39.67250061035156,39.36249923706055,65602000
2019-02-26,39.625,40.189998626708984,38.9375,39.275001525878906,38.968101501464844,48846400
2019-02-27,39.130001068115234,39.397499084472656,38.27750015258789,38.852500915527344,38.548912048339844,50025600
2019-02-28,38.75,38.974998474121094,38.34000015258789,38.564998626708984,38.3030891418457,32494400
2019-03-01,39.067501068115234,39.537498474121094,38.47999954223633,39.11249923706055,38.84686279296875,35718800
2019-03-04,39.5,39.72999954223633,38.625,39.19499969482422,38.928810119628906,40999200
2019-03-05,39.037498474121094,39.51499938964844,38.4900016784668,39.130001068115234,38.86425018310547,36292400
2019-03-06,39.040000915527344,39.125,37.98500061035156,38.01250076293945,37.75434494018555,40352400
2019-03-07,37.775001525878906,37.872501373291016,36.849998474121094,37.314998626708984,37.06157684326172,45010400
2019-03-08,36.415000915527344,37.76750183105469,36.20000076293945,37.65999984741211,37.404239654541016,42241600
2019-03-11,37.897499084472656,40.51499938964844,37.42250061035156,40.28499984741211,40.01139831542969,85972800
2019-03-12,40.564998626708984,41.09749984741211,39.79750061035156,40.630001068115234,40.35406494140625,57957600
2019-03-13,41.00749969482422,42.45000076293945,40.932498931884766,42.154998779296875,41.86870574951172,76890000
2019-03-14,42.247501373291016,42.36750030517578,41.3125,41.38999938964844,41.10889434814453,51938400
